5F07D198503;F;07;D;198503;65A; ; ; ; ; ; ;
5F08D198506;F;08;D;198506;76A;A;46;14G;53;1;6;
5F07F198534;F;07;F;198534;65A;P;86;14G;55;1;6;
5F08D198540;F;08;D;198540;76A; ; ; ; ; ; ;
5F07D198558;F;07;D;198558;65A;M;85;13G;61;1;6;
5F07F198565;F;07;F;198565;65A;B;46; ; ;1;6;
5F08D198567;F;08;D;198567;76A;J;85;13G;61;1;6;
5F08F198585;F;08;F;198585;76A;J;85;14G;61;1;6;
5F07F198592;F;07;F;198592;65A;M;86; ; ;1;6;
5F07F198616;F;07;F;198616;65A;J;85;14G;62;1;6;
5F07D198642;F;07;D;198642;65A;J;85;13G;63;1;6;
5F07D198649;F;07;D;198649;65A;J;86; ; ;1;6;
5F08D198704;F;08;D;198704;76A;J;86;14G;65;1;6;
5F07D198717;F;07;D;198717;65A;M;89;14G;65;1;6;
5F07D198760;F;07;D;198760;65A;3; ; ; ;1;5;
5F08D198780;F;08;D;198780;76A;P;89;15G;71;1;5;
5F07D198799;F;07;D;198799;65A;D;82;14G;72;1;6;
5F07D198806;F;07;D;198806;65A;J;85; ; ;1;6;
5F07D198824;F;07;D;198824;65A;Y;82;14G;72;1;6;
5F07U198875;F;07;U;198875;65A;J;45; ; ; ; ;
5F08F198958;F;08;F;198958;76A;M; ; ; ; ; ;
5F07F199315;F;07;F;199315;65A;J;85; ; ;1;6;
5F07U199334;F;07;U;199334;65A; ; ;15G;15; ; ;
5F07F199338;F;07;F;199338;65A;M;86;15G;15;1;6;
5F07D199366;F;07;D;199366;65A;J;85; ; ;1;6;
5F07F199453;F;07;F;199453;65A;A;85;13G;23;1;6;
5F07U199458;F;07;U;199458;65A;H;82; ; ;3;6;
5F07F199485;F;07;F;199485;65A; ; ; ; ; ; ;
5F07D199530;F;07;D;199530;65A;A;85;15G;24;1;6;
5F07D199540;F;07;D;199540;65A;M;56;15G;24;1;6;
5F07F199564;F;07;F;199564;65A; ; ; ; ; ; ;
5F08F199707;F;08;F;199707;76A; ; ; ; ; ; ;
5F08D199736;F;08;D;199736;76A;K;86;14G;33;1;5;
5F07F199779;F;07;F;199779;65A; ; ; ; ; ; ;
5F08D199794;F;08;D;199794;76A; ; ; ; ; ; ;
5F08F199829;F;08;F;199829;76A;3;86;15G;34;1;6;
5F07F199867;F;07;F;199867;65A; ; ; ; ; ; ;
5F07D199894;F;07;D;199894;65A; ; ; ; ; ; ;
5F08D199897;F;08;D;199897;76A;S;86;15G;41;1;5;
5F07U199903;F;07;U;199903;65A; ; ; ; ; ; ;
5F07U199906;F;07;U;199906;65A; ; ; ; ; ; ;
5F07U199922;F;07;U;199922;65A; ; ; ; ; ; ;
5F08D199928;F;08;D;199928;76A; ; ; ; ; ; ;
5F07F199952;F;07;F;199952;65A; ; ; ; ; ; ;
5F07F199956;F;07;F;199956;65A; ; ; ; ; ; ;
5F07F199960;F;07;F;199960;65A; ; ; ; ; ; ;
5F07F199965;F;07;F;199965;65A; ; ; ; ; ; ;
5F08U199966;F;08;U;199966;76A; ; ; ; ; ; ;
5F08U199970;F;08;U;199970;76A; ; ; ; ; ; ;
5F08D199972;F;08;D;199972;76A; ; ; ; ; ; ;
5F07F199973;F;07;F;199973;65A;M;85;15G;43;1;6;
5F08D199980;F;08;D;199980;76A; ; ; ; ; ; ;
5F07F199983;F;07;F;199983;65A; ; ; ; ; ; ;
5F07D199993;F;07;D;199993;65A; ; ; ; ; ; ;
5F07F199994;F;07;F;199994;65A;M;85;15G;44;1;1;
5F07F199998;F;07;F;199998;65A; ; ; ; ; ; ;
5F08F1D6276;F;08;F;1D6276; ; ; ; ; ; ; ;
5F07F200008;F;07;F;200008;65A; ; ; ; ; ; ;
5F07D200010;F;07;D;200010;65A; ; ; ; ; ; ;
5F08F200012;F;08;F;200012;76A;A;46;15G;45;1;6;
5F08F200013;F;08;F;200013;76A; ; ; ; ; ; ;
5F07U200019;F;07;U;200019;65A; ; ; ; ; ; ;
5F07F200020;F;07;F;200020;65A; ; ; ; ; ; ;
5F07F200026;F;07;F;200026;65A; ; ;15G;51; ; ;
5F07D200033;F;07;D;200033;65A;P;49;13G;52;1;6;
5F07F200034;F;07;F;200034;65A; ; ; ; ; ; ;
5F07F200037;F;07;F;200037;65A; ; ; ; ; ; ;
5F08D200038;F;08;D;200038;76A; ; ; ; ; ; ;
5F07U200041;F;07;U;200041;65A; ; ; ; ; ; ;
5F07D200052;F;07;D;200052;65A;H;82; ; ;1;6;
5F07U200072;F;07;U;200072;65A; ; ; ; ; ; ;
5F07F200075;F;07;F;200075;65A; ; ; ; ; ; ;
5F07U200076;F;07;U;200076;65A; ; ; ; ; ; ;
5F07U200077;F;07;U;200077;65A; ; ; ; ; ; ;
5F07D200081;F;07;D;200081;65A;M;85;15G;54;1;5;
5F07U200091;F;07;U;200091;65A;M;85;15G;55;3;6;
5F07U200102;F;07;U;200102;65A; ; ; ; ; ; ;
5F07D200150;F;07;D;200150;65A;M;82;16G;61;1;5;
5F08F200153;F;08;F;200153;76A;V; ; ; ; ; ;
5F07F200157;F;07;F;200157;65A;M;86;15G;61;1;6;
5F07D200161;F;07;D;200161;65A;J;45;16G;61;1;6;
5F07F200168;F;07;F;200168;65A;M;86; ; ;1;6;
5F07F200292;F;07;F;200292;65A;X;86; ; ;1;6;
5F07D200299;F;07;D;200299;65A; ; ; ; ; ; ;
5F07D200301;F;07;D;200301;65A;J;86;15G;71;1;6;
5F07D200351;F;07;D;200351;65A; ; ; ; ; ; ;
5F07F200402;F;07;F;200402;65A; ; ; ; ; ; ;
5F08U200530;F;08;U;200530;76A;M;82;15G;13;3;1;
5F08D200542;F;08;D;200542;76A;Y;42;15G;13;1;5;
5F08D200579;F;08;D;200579;76A; ; ; ; ; ; ;
5F08F200581;F;08;F;200581;76A;M; ; ; ; ; ;
5F07D200634;F;07;D;200634;65A; ; ; ; ; ; ;
5F08D200668;F;08;D;200668; ; ; ;16G; ; ; ;
5F07F200682;F;07;F;200682;65A;H;82;16G;22;1;6;
5F07F200692;F;07;F;200692;65A;J;85; ; ;1;1;
5F07D200736;F;07;D;200736;65A;B;46;14G;23;1;6;
5F07U200757;F;07;U;200757;65A;F;82;14G;23;3;1;
5F08F200764;F;08;F;200764;76A;B;86;14G;23;1;6;
5F07U200780;F;07;U;200780;65A;M;85; ; ;3;6;
5F08D200795;F;08;D;200795;76A;X;46; ; ;1;6;
5F08F200800;F;08;F;200800;76A;M;82;16G; ;1;6;
5F07F200804;F;07;F;200804;65A;J;46; ; ;1;1;
5F08D200838;F;08;D;200838;76A;Y;82;14G;25;I;6;
5F07U201094;F;07;U;201094;65A; ; ; ; ; ; ;
5F07D201204;F;07;D;201204;65A; ; ; ; ; ; ;
5F07F201241;F;07;F;201241;65A; ; ; ; ; ; ;
5F07F201246;F;07;F;201246;65A; ; ; ; ; ; ;
5F08U201247;F;08;U;201247;76A;J;45;08F;71;4;6;
5F08U201255;F;08;U;201255;76A; ; ; ; ; ; ;
5F07F201266;F;07;F;201266;65A; ; ; ; ; ; ;
5F08F201267;F;08;F;201267;76A; ; ; ; ; ; ;
5F07U201278;F;07;U;201278;65A; ; ; ; ; ; ;
5F07F201304;F;07;F;201304;65A; ; ; ; ; ; ;
5F07D201306;F;07;D;201306;65A; ; ; ; ; ; ;
5F07F201307;F;07;F;201307;65A; ; ; ; ; ; ;
5F07D201308;F;07;D;201308;65A; ; ; ; ; ; ;
5F07U201311;F;07;U;201311;65A; ; ; ; ; ; ;
5F07D201312;F;07;D;201312;65A; ; ; ; ; ;6;
5F07F201332;F;07;F;201332;65A;M;85; ; ;1;6;
5F07F201380;F;07;F;201380;65A;J;86; ; ;1;6;
5F07F201394;F;07;F;201394;65A;J;85; ; ;1;6;
5F07F201395;F;07;F;201395;65A;P;89; ; ;1;6;
5F08F201438;F;08;F;201438;76A;M;85;16G;63;1;6;
5F07F201442;F;07;F;201442;65A;M;85; ; ;1;6;
5F07F201450;F;07;F;201450;65A;A;86; ; ;1;6;
5F07D201454;F;07;D;201454;65A;M;82; ; ;1;6;
5F08F201466;F;08;F;201466;76A; ; ;16G;64; ; ;
5F07D201517;F;07;D;201517;65A;A;86; ; ;1;6;
5F08F201531;F;08;F;201531;76A;K;86;16G;71;1;6;
5F07U201574;F;07;U;201574;65A; ; ; ; ; ; ;
5F07U201590;F;07;U;201590;65A;P;86; ; ;3;6;
5F08U201605;F;08;U;201605;76A; ; ; ; ; ; ;
5F08U201607;F;08;U;201607;76A;J;45;15G;74;3;1;
5F07U201609;F;07;U;201609;65A;M;82;15G;74;3;1;
5F08D201687;F;08;D;201687;76A;3;46;16G;33;1;6;
5F08U201704;F;08;U;201704;76A; ; ;16G; ; ; ;
5F07U201807;F;07;U;201807;65A;R;89;16G;22;1;6;
5F08F201808;F;08;F;201808;76A;J;86;17G;13;1;6;
5F07F201867;F;07;F;201867;65A; ; ; ; ; ; ;
5F08F201884;F;08;F;201884;76A; ; ;17G;36; ; ;
5F07D201907;F;07;D;201907;65A;K;85; ; ;1;5;
5F07D201909;F;07;D;201909;65A;A;56;16G;13;1;6;
5F08U201935;F;08;U;201935;76A;M;89;17G;13;3;5;
5F08D201938;F;08;D;201938;76A;X;46;16G;13;1;5;
5F08D201941;F;08;D;201941;76A;J;86;16G;13;1;5;
5F08F202061;F;08;F;202061;76A;P;86;17G;15;1;1;
5F07D202091;F;07;D;202091;65A;A;86; ; ;1;6;
5F07U202107;F;07;U;202107;65A;J;85; ; ;3;6;
5F08D202114;F;08;D;202114;76A; ; ; ; ; ; ;
5F07D202120;F;07;D;202120;65A;J;86; ; ;1;6;
5F08K202155;F;08;K;202155;76A;J;85;14G;24;5;5;
5F07U202157;F;07;U;202157;65A;D;86;17G;24;3;1;
5F08F202176;F;08;F;202176;76A;M; ; ; ; ; ;
5F07F202185;F;07;F;202185; ; ; ; ; ; ; ;
5F07D202192;F;07;D;202192;65A;M;46; ; ;1;6;
5F08D202223;F;08;D;202223;76A; ; ; ; ; ; ;
5F07U202272;F;07;U;202272;65A; ;86; ; ; ;1;
5F07U202277;F;07;U;202277;65A; ; ; ; ; ;1;
5F07F202291;F;07;F;202291;65A;B;46;17G;26;1;6;
5F07D202304;F;07;D;202304;65A; ; ; ; ; ; ;
5F08D202307;F;08;D;202307;76A;M;86; ; ;1;6;
5F08U202400;F;08;U;202400;76A;J; ; ; ; ; ;
5F08D202431;F;08;D;202431;76A; ; ; ; ; ; ;
5F07F202448;F;07;F;202448;65A; ; ; ; ; ; ;
5F07D202473;F;07;D;202473;65A; ; ; ; ; ; ;
5F08D202487;F;08;D;202487;76A; ; ; ; ; ; ;
5F08F202554;F;08;F;202554;76A; ; ; ; ; ; ;
5F07F202603;F;07;F;202603;65A; ; ; ; ; ; ;
5F07D202622;F;07;D;202622;65A; ; ; ; ; ; ;
5F07D202644;F;07;D;202644;65A; ; ; ; ; ; ;
5F07U202645;F;07;U;202645;65A; ; ; ; ; ; ;
5F07D202651;F;07;D;202651;65A; ; ; ; ; ; ;
5F07D202670;F;07;D;202670;65A; ; ; ; ; ; ;
5F07D202683;F;07;D;202683;65A; ; ; ; ; ; ;
5F07F202686;F;07;F;202686;65A; ; ; ; ; ; ;
5F07D202694;F;07;D;202694;65A; ; ; ; ; ; ;
5F07D202698;F;07;D;202698;65A; ; ; ; ; ; ;
5F07D202699;F;07;D;202699;65A; ; ; ; ; ; ;
5F08F202723;F;08;F;202723;76A; ; ; ; ; ; ;
5F08F202724;F;08;F;202724;76A;3;45;17G;23;1;1;
5F07U202744;F;07;U;202744;65A; ; ; ; ; ; ;
5F08F202748;F;08;F;202748;76A;J;86; ; ;1;6;
5F07D202753;F;07;D;202753;65A; ; ; ; ; ; ;
5F07D202766;F;07;D;202766;65A; ; ; ; ; ; ;
5F08U202780;F;08;U;202780;76A;X; ; ; ; ; ;
5F07U202799;F;07;U;202799;65A; ; ; ; ; ; ;
5F07D202818;F;07;D;202818;65A;H;82;17G;54;1;6;
5F07D202820;F;07;D;202820;65A; ; ; ; ; ; ;
5F07D202823;F;07;D;202823;65A; ; ; ; ; ; ;
5F07F202825;F;07;F;202825;65A;3;86; ; ;1;6;
5F07F202827;F;07;F;202827;65A; ; ; ; ; ; ;
5F08D202848;F;08;D;202848;76A;J;85;16G;55;1;5;
5F07F202859;F;07;F;202859;65A; ; ; ; ; ; ;
5F07D202963;F;07;D;202963;65A;D;46;17G;64;1;6;
5F08D202967;F;08;D;202967;76A;J;85;17G;64;1;6;
5F08U202999;F;08;U;202999;76A; ; ; ; ; ; ;
5F07U203008;F;07;U;203008;65A;Z;89;15G;74;3;1;
5F08U203296;F;08;U;203296;76A;F;82;18G;14;2;6;
5F07U203309;F;07;U;203309;65A;J;86;18G;15;3;6;
5F08F203323;F;08;F;203323;76A;M; ; ; ; ; ;
5F08U203350;F;08;U;203350;76A; ; ; ; ; ; ;
5F07U203361;F;07;U;203361;65A;M; ; ; ;6;6;
5F07D203371;F;07;D;203371;65A; ; ; ; ; ; ;
5F08F203462;F;08;F;203462;76A;A;85;17G;23;1;6;
5F08F203463;F;08;F;203463;76A;S;89;17G;23;2;6;
5F07U203464;F;07;U;203464;65A;D;86;17G;23;3;1;
5F08F203490;F;08;F;203490;76A;Y;82;16G;23;1;6;
5F07D203492;F;07;D;203492;65A;M;86; ; ;1;5;
5F07D203499;F;07;D;203499;65A; ; ; ; ; ; ;
5F07D203537;F;07;D;203537;65A;H;42; ; ;1;6;
5F08D203551;F;08;D;203551;76A;V;86;17G;24;1;6;
5F07D203560;F;07;D;203560;65A; ; ; ; ; ; ;
5F07D203576;F;07;D;203576;65A; ; ; ; ; ; ;
5F08F203581;F;08;F;203581;76A;J;85;18G;25;1;6;
5F07F203611;F;07;F;203611;65A; ; ; ; ; ; ;
5F07U203674;F;07;U;203674;65A;Y;82;20G;31;3;6;
5F07U203686;F;07;U;203686;65A; ; ; ; ; ; ;
5F07F203752;F;07;F;203752;65A;F;82;20G;31;1;6;
5F08D203756;F;08;D;203756;76A; ; ; ; ; ; ;
5F08F203758;F;08;F;203758;76A;H;89;20G;31;1;6;
5F08F203856;F;08;F;203856;76A;H;82;17G;33;1;6;
5F08D203908;F;08;D;203908;76A; ; ; ; ; ; ;
5F07F203941;F;07;F;203941;65A;P;89;18G;36;1;6;
5F07D203955;F;07;D;203955;65A;3;46;18G;41;1;6;
5F08D203980;F;08;D;203980;76A; ; ; ; ; ; ;
5F07D203989;F;07;D;203989;65A; ; ; ; ; ; ;
5F07F203991;F;07;F;203991;65A; ; ; ; ; ; ;
5F08D203994;F;08;D;203994;76A;J;86; ; ;1;5;
5F07F204000;F;07;F;204000;65A;Y;82; ; ;1;6;
5F07U204006;F;07;U;204006;65A; ; ; ; ; ; ;
5F08D204017;F;08;D;204017;76A; ; ; ; ; ; ;
5F07F204039;F;07;F;204039;65A; ; ; ; ; ; ;
5F07F204081;F;07;F;204081;65A; ; ; ; ; ; ;
5F07D204089;F;07;D;204089;65A; ; ; ; ; ; ;
5F08D204092;F;08;D;204092;76A; ; ; ; ; ; ;
5F07U204093;F;07;U;204093;65A; ; ; ; ; ; ;
5F08F204094;F;08;F;204094;76A; ; ; ; ; ; ;
5F07F204101;F;07;F;204101;65A; ; ; ; ; ; ;
5F07D204102;F;07;D;204102;65A; ; ; ; ; ; ;
5F07D204120;F;07;D;204120;65A;X;86; ; ;1;6;
5F07U204129;F;07;U;204129;65A; ; ; ; ; ; ;
5F07F204130;F;07;F;204130;65A; ; ; ; ; ; ;
5F08D204131;F;08;D;204131;76A; ; ; ; ; ; ;
5F07F204132;F;07;F;204132;65A; ; ; ; ; ; ;
5F07D204137;F;07;D;204137;65A; ; ; ; ; ; ;
5F07U204140;F;07;U;204140;65A; ; ; ; ; ; ;
5F07D204157;F;07;D;204157;65A;M;85;18G;54;1;6;
5F07U204160;F;07;U;204160;65A; ; ; ; ; ; ;
5F07F204161;F;07;F;204161;65A; ; ; ; ; ; ;
5F07D204162;F;07;D;204162;65A; ; ; ; ; ; ;
5F07D204189;F;07;D;204189;65A; ; ; ; ; ; ;
5F07U204331;F;07;U;204331;65A;3;46;16G;71;3;1;
5F07D204342;F;07;D;204342;65A;J;86; ; ;1;6;
5F07U204346;F;07;U;204346;65A;X; ; ; ; ; ;
5F07D204368;F;07;D;204368;65A;M;82;16G;71;1;6;
5F07F204398;F;07;F;204398;65A;M;85; ; ;1;6;
5F07F204413;F;07;F;204413;65A; ; ; ; ; ; ;
5F07U204445;F;07;U;204445;65A;Y;82; ; ;1; ;
5F07F204454;F;07;F;204454;65A;M;85; ; ;1;6;
5F07D204481;F;07;D;204481;65A;F;82;18G;71;1;6;
5F07K204486;F;07;K;204486;65A;H;86; ; ;8;5;
5F07F204624;F;07;F;204624;65A;P;86;17G;32;1;6;
5F07U204706;F;07;U;204706;65A;P;86; ; ;3;1;
5F08D204770;F;08;D;204770;76A; ; ; ; ; ; ;
5F07F204795;F;07;F;204795;65A;J;46; ; ;1;6;
5F08D204831;F;08;D;204831;76A;S;89; ; ;1;6;
5F08F204901;F;08;F;204901;76A; ; ; ; ; ; ;
5F07F204933;F;07;F;204933;65A;B;86;20G;15;1;6;
5F07F204946;F;07;F;204946;65A;M;86;20G;15;1;6;
5F08U204966;F;08;U;204966;76A;*;86;20G;211047;3;1;
5F08F205122;F;08;F;205122;76A;X;86;20G;23;1;6;
5F07F205137;F;07;F;205137;65A; ; ; ; ; ; ;
5F07U205156;F;07;U;205156;65A; ; ; ; ; ; ;
5F07U205162;F;07;U;205162;65A;X; ; ; ; ; ;
5F07D205213;F;07;D;205213;65A;3;46;20G;24;1;6;
5F07D205215;F;07;D;205215;65A;M;85;20G;24;1;6;
5F07F205217;F;07;F;205217;65A; ; ;20G;24; ; ;
5F08U205402;F;08;U;205402;76A;J; ; ; ; ; ;
5F08F205422;F;08;F;205422;76A;X;46;20G;35;1;6;
5F07U205471;F;07;U;205471;65A; ; ; ; ; ; ;
5F08F205487;F;08;F;205487;76A; ; ; ; ; ; ;
5F07F205489;F;07;F;205489;65A;J;85; ; ; ; ;
5F07F205524;F;07;F;205524;65A; ; ; ; ; ; ;
5F08F205531;F;08;F;205531;76A; ; ; ; ; ; ;
5F08F205544;F;08;F;205544;76A; ; ; ; ; ; ;
5F07F205545;F;07;F;205545;65A; ; ; ; ; ; ;
5F07F205546;F;07;F;205546;65A; ; ; ; ; ; ;
5F07U205548;F;07;U;205548;65A; ; ; ; ; ; ;
5F07F205549;F;07;F;205549;65A; ; ; ; ; ; ;
5F07F205551;F;07;F;205551;65A;M;86;20G;43;1;6;
5F07D205553;F;07;D;205553;65A; ; ; ; ; ; ;
5F08D205562;F;08;D;205562;76A; ; ; ; ; ; ;
5F07D205564;F;07;D;205564;65A; ; ; ; ; ; ;
5F07D205589;F;07;D;205589;65A; ; ; ; ; ; ;
5F08D205590;F;08;D;205590;76A;H;42;22G;45;A;5;
5F07U205592;F;07;U;205592;65A; ; ; ; ; ; ;
5F08D205602;F;08;D;205602;76A; ; ; ; ; ; ;
5F08D205612;F;08;D;205612;76A; ; ; ; ; ; ;
5F07D205624;F;07;D;205624;65A; ;46; ; ;1;6;
5F07D205634;F;07;D;205634;65A; ; ; ; ; ; ;
5F07U205636;F;07;U;205636;65A; ; ; ; ; ; ;
5F07F205639;F;07;F;205639;65A; ; ; ; ; ; ;
5F08U205640;F;08;U;205640;76A; ; ; ; ; ; ;
5F07D205643;F;07;D;205643;65A; ; ; ; ; ; ;
5F07F205644;F;07;F;205644;65A; ; ; ; ; ; ;
5F07F205673;F;07;F;205673;65A; ; ; ; ; ; ;
5F07D205674;F;07;D;205674;65A; ; ; ; ; ; ;
5F07F205677;F;07;F;205677;65A; ; ; ; ; ; ;
5F07D205682;F;07;D;205682;65A; ; ; ; ; ; ;
5F08D205703;F;08;D;205703;76A;J;85;02G;55;1;6;
5F08D205708;F;08;D;205708;76A; ; ; ; ; ; ;
5F08F205742;F;08;F;205742;76A;J; ; ; ; ; ;
5F07F205795;F;07;F;205795;65A;J;85; ; ;1;6;
5F08U205796;F;08;U;205796;76A;J; ; ; ; ; ;
5F07D205808;F;07;D;205808;65A; ; ; ; ; ; ;
5F07U205809;F;07;U;205809;65A;J;85; ; ; ;6;
5F07U205816;F;07;U;205816;65A; ; ; ; ; ; ;
5F07D205866;F;07;D;205866;65A;S;46;17G;84;1;6;
5F08F205918;F;08;F;205918;76A;M;86;16G;11;1;6;
5F08F205918;F;08;F;205918;76A;M;86;16G;11;1;6;
5F08D205944;F;08;D;205944;76A;Y;82;16G;11;1;6;
5F07F206127;F;07;F;206127;65A; ; ; ; ; ; ;
5F07D206224;F;07;D;206224;65A; ; ; ; ; ; ;
5F07U206311;F;07;U;206311;65A;M;86;22G;15;3;1;
5F08U206396;F;08;U;206396;76A;M;82;15G;15;3;1;
5F07F206432;F;07;F;206432;65A;P;89; ; ;1;6;
5F08D206445;F;08;D;206445;76A;X;86;21G;21;1;6;
5F07D206459;F;07;D;206459;65A; ; ; ; ; ; ;
5F08D206503;F;08;D;206503;76A; ; ; ; ; ; ;
5F07U206551;F;07;U;206551;65A;S;89;21G;22;3;1;
5F07F206607;F;07;F;206607;65A;H;86;22G;23;1;6;
5F08F206639;F;08;F;206639;76A;A;86;21G;23;1;6;
5F07F206651;F;07;F;206651;65A;3;46;01D;51;1;6;
5F08D206671;F;08;D;206671;76A;M;89;21G;23;1;6;
5F07F206688;F;07;F;206688;65A;Z;89;21G;25;1;6;
5F07D206698;F;07;D;206698;65A;M;86;21G;24;1;6;
5F07A206721;F;07;A;206721;65A; ; ; ; ; ; ;
5F07F206723;F;07;F;206723;65A;K;86;21G;34;1;6;
5F07D206779;F;07;D;206779;65A;A;46;21G;24;1;6;
5F07D206795;F;07;D;206795;65A;P;89;22G;24;1;6;
5F07F206857;F;07;F;206857;65A; ; ; ; ;1;6;
5F07F206870;F;07;F;206870;65A; ; ; ; ; ; ;
5F07U206878;F;07;U;206878;65A;M;89;26G;26;5;1;
5F07D206884;F;07;D;206884;65A;K;86;21G;26;1;6;
5F07D206907;F;07;D;206907;65A;I; ; ; ; ; ;
5F08D206939;F;08;D;206939;76A;3;46;22G;31;1;6;
5F07F206988;F;07;F;206988;65A; ; ; ; ; ; ;
5F07F207011;F;07;F;207011;65A;H;82; ; ;1;6;
5F08U207051;F;08;U;207051;76A;3;46;22G;32;3;1;
5F07U207052;F;07;U;207052;65A;M;28;15H;32;6;6;
5F07F207166;F;07;F;207166;65A;J;85; ; ;1;6;
5F08D207177;F;08;D;207177;76A; ; ; ; ; ; ;
5F08K207197;F;08;K;207197;76A;3;86;22G;34;8;5;
5F08D207229;F;08;D;207229;76A;M;82;22G;34;1;6;
5F08D207317;F;08;D;207317;76A; ; ; ; ; ; ;
5F07F207327;F;07;F;207327;65A; ; ; ; ; ; ;
5F07U207336;F;07;U;207336;65A;H;42;22G;35;3;1;
5F08D207338;F;08;D;207338;76A;M; ; ; ; ; ;
5F07U207454;F;07;U;207454;65A;B;86;21G;41;3;6;
5F08D207498;F;08;D;207498;76A; ; ; ; ; ; ;
5F08U207534;F;08;U;207534;76A; ; ; ; ; ; ;
5F07D207538;F;07;D;207538;65A; ; ; ; ; ; ;
5F08U207568;F;08;U;207568;76A;3;86;22G;44;3;6;
5F07U207591;F;07;U;207591;65A; ; ; ; ; ; ;
5F07U207602;F;07;U;207602;65A; ; ; ; ; ; ;
5F07F207608;F;07;F;207608;65A; ; ; ; ; ; ;
5F07F207609;F;07;F;207609;65A; ; ; ; ; ; ;
5F07F207617;F;07;F;207617;65A; ; ; ; ; ; ;
5F07D207621;F;07;D;207621;65A; ; ;21G;44; ; ;
5F07U207631;F;07;U;207631;65A; ; ; ; ; ; ;
5F07U207646;F;07;U;207646;65A; ; ; ; ; ; ;
5F07U207647;F;07;U;207647;65A; ; ; ; ; ; ;
5F08U207649;F;08;U;207649;76A; ; ; ; ; ; ;
5F07U207671;F;07;U;207671;65A;P;89;22G;51;5;1;
5F07F207690;F;07;F;207690;65A;D;86; ; ;1;6;
5F07U207694;F;07;U;207694;65A; ; ; ; ; ; ;
5F07D207700;F;07;D;207700;65A; ; ; ; ; ; ;
5F07U207704;F;07;U;207704;65A;B;86;21G;53;3;6;
5F07D207714;F;07;D;207714;65A;3;46;21G;53;1;6;
5F07D207715;F;07;D;207715;65A; ; ; ; ; ; ;
5F07U207727;F;07;U;207727;65A; ; ; ; ; ; ;
5F07D207747;F;07;D;207747;65A;A;46;22G;53;1;6;
5F07D207749;F;07;D;207749;65A; ; ; ; ; ; ;
5F07U207753;F;07;U;207753;65A; ; ; ; ; ; ;
5F08U207778;F;08;U;207778;76A;M;46; ;53;3;6;
5F07D207814;F;07;D;207814;65A;M;82;22G;62;1;6;
5F07U207834;F;07;U;207834;65A;J;85;20G;62;3;1;
5F07U207942;F;07;U;207942;65A;Y;82;22G;63;3;1;
5F07D207979;F;07;D;207979;65A; ; ;22G;64; ; ;
5F08U207990;F;08;U;207990;76A; ; ; ; ; ; ;
5F08U207999;F;08;U;207999;76A; ; ; ; ; ; ;
5F07U208012;F;07;U;208012;65A;M;89;22G;64;3;1;
5F07D208061;F;07;D;208061;65A;A;46;18G;71;1;6;
5F07D208069;F;07;D;208069;65A;P;89;18G;72;1;6;
5F07F208095;F;07;F;208095;65A; ; ; ; ; ; ;
5F07K208109;F;07;K;208109;65A; ; ; ; ; ; ;
5F07K208110;F;07;K;208110;65A; ; ; ; ; ; ;
5F07K208111;F;07;K;208111;65A; ; ; ; ; ; ;
5F07K208112;F;07;K;208112;65A; ; ; ; ; ; ;
5F07K208113;F;07;K;208113;65A; ; ; ; ; ; ;
5F07K208114;F;07;K;208114;65A; ; ; ; ; ; ;
5F08U208150;F;08;U;208150;76A;J; ; ; ; ; ;
5F08U208232;F;08;U;208232;76A; ; ;22G; ; ; ;
5F07D208265;F;07;D;208265;65A;S;86;22G;13;1;6;
5F07F208312;F;07;F;208312;65A;O;86;18G;13;1;6;
5F07U208375;F;07;U;208375;65A;F;86; ; ;3;1;
5F08D208456;F;08;D;208456;76A; ; ;23G;21; ; ;
5F08D208495;F;08;D;208495;76A; ;85; ; ;1;6;
5F07F208514;F;07;F;208514;65A; ; ; ; ; ; ;
5F07U208624;F;07;U;208624;65A;M;86; ; ; ;6;
5F07U208627;F;07;U;208627;65A;M;42; ; ; ; ;
5F07U208666;F;07;U;208666;65A;B;46; ; ; ;6;
5F07U208674;F;07;U;208674;65A; ; ; ; ; ; ;
5F07U208675;F;07;U;208675;65A;Y;82;23G;24;3;1;
5F07F208713;F;07;F;208713;65A; ; ; ; ; ; ;
5F07U208714;F;07;U;208714;65A;P;49;09G;24;5;5;
5F07U208718;F;07;U;208718;65A;M;89; ; ;3;1;
5F07F208828;F;07;F;208828;65A;M;86;22G;26;1;6;
5F08F208876;F;08;F;208876;76A;X;86;22G;31;1;6;
5F07D208957;F;07;D;208957;65A;X;86;23G;32;1;6;
5F08D209062;F;08;D;209062;76A;M;85;23G;34;3;6;
5F07K209109;F;07;K;209109;65A; ; ; ; ; ; ;
5F07K209110;F;07;K;209110;65A; ; ; ; ; ; ;
5F08D209133;F;08;D;209133;76A; ; ; ; ; ; ;
5F07U209137;F;07;U;209137;65A;M;86;23G;35;3;1;
5F07F209144;F;07;F;209144;65A; ; ; ; ; ; ;
5F08D209193;F;08;D;209193;76A; ; ; ; ; ; ;
5F07F209224;F;07;F;209224;65A;Z; ; ; ; ; ;
5F08D209232;F;08;D;209232;76A; ; ; ; ; ; ;
5F07U209233;F;07;U;209233;65A;B;86;23G;41;3;6;
5F07F209234;F;07;F;209234;65A;M;85;23G;41;1;6;
5F07U209235;F;07;U;209235;65A;M;85;23G;41;3;1;
